         344329651 function calls (343862718 primitive calls) in 1102.213 seconds

   Ordered by: cumulative time
   List reduced from 711 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   170838    0.368    0.000    1.621    0.000 _common.py:185(__getattr__)
    18871    0.124    0.000    1.589    0.000 result.py:239(_pull)
    28298    0.189    0.000    1.561    0.000 profiler.py:770(__enter__)
    18871    0.043    0.000    1.544    0.000 _bolt.py:825(send_all)
      769    0.008    0.000    1.491    0.002 _pslinux.py:1827(cpu_times)
    18871    0.052    0.000    1.477    0.000 _bolt.py:821(_send_all)
    18871    0.106    0.000    1.449    0.000 _conf.py:326(__init__)
   274904    1.447    0.000    1.447    0.000 {method 'writerow' of '_csv.writer' objects}
    18870    0.060    0.000    1.424    0.000 message_passing.py:263(_index_select)
    18871    0.057    0.000    1.413    0.000 _common.py:149(flush)
     9447    1.401    0.000    1.401    0.000 {built-in method torch.zeros_like}
89096/89088    0.734    0.000    1.399    0.000 {built-in method _io.open}
      220    0.035    0.000    1.385    0.006 __init__.py:951(children)
    28298    0.053    0.000    1.372    0.000 _ops.py:1147(__call__)
    18870    0.035    0.000    1.330    0.000 message_passing.py:269(_index_select_safe)
    28298    1.319    0.000    1.319    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
    18871    0.064    0.000    1.314    0.000 _bolt_socket.py:463(sendall)
    18870    1.291    0.000    1.291    0.000 {method 'index_select' of 'torch._C.TensorBase' objects}
    28298    0.101    0.000    1.268    0.000 _ops.py:1035(_must_dispatch_in_python)
      220    0.127    0.001    1.232    0.006 _pslinux.py:1562(ppid_map)
    18871    0.056    0.000    1.226    0.000 _bolt_socket.py:399(_wait_for_write)
    18870    1.041    0.000    1.198    0.000 gcn_conv.py:270(message)
    56613    0.320    0.000    1.183    0.000 _conf.py:278(__update)
    28298    0.097    0.000    1.167    0.000 _pytree.py:1410(tree_any)
    18871    0.084    0.000    1.150    0.000 _pool.py:657(acquire)
    18870    0.048    0.000    1.141    0.000 feature_store.py:73(is_fully_specified)
     9435    0.047    0.000    1.139    0.000 data.py:358(to)


